product_id,warehouse_id,inventory_date,stock_quantity
PROD0326,WH-HOU-01,2026-07-07,859
PROD0228,WH-AUS-01,2026-07-03,547
PROD0049,WH-HOU-01,2026-08-04,888
PROD0071,WH-FTW-01,2026-07-19,232
PROD0044,WH-AUS-01,2026-07-05,301
PROD0381,WH-AUS-01,2026-07-14,162
PROD0099,WH-DAL-01,2026-07-05,639
PROD0186,WH-DAL-01,2026-08-12,510
PROD0297,WH-FTW-01,2026-07-07,212
PROD0009,WH-HOU-01,2026-08-09,125
PROD0492,WH-HOU-01,2026-08-14,321
PROD0207,WH-FTW-01,2026-08-06,472
PROD0068,WH-FTW-01,2026-08-01,894
PROD0298,WH-AUS-01,2026-08-11,726
PROD0376,WH-FTW-01,2026-07-05,212
PROD0352,WH-HOU-01,2026-07-10,912
PROD0441,WH-FTW-01,2026-08-13,599
PROD0329,WH-DAL-01,2026-07-10,736
PROD0254,WH-FTW-01,2026-07-18,719
PROD0269,WH-FTW-01,2026-07-20,16
PROD0334,WH-DAL-01,2026-07-11,911
PROD0094,WH-DAL-01,2026-08-08,388
PROD0065,WH-DAL-01,2026-08-12,751
PROD0305,WH-FTW-01,2026-07-09,866
PROD0199,WH-HOU-01,2026-07-27,776
PROD0028,WH-FTW-01,2026-07-14,861
PROD0105,WH-FTW-01,2026-07-11,168
PROD0460,WH-HOU-01,2026-08-07,174
PROD0313,WH-AUS-01,2026-07-13,57
PROD0299,WH-FTW-01,2026-07-10,853
PROD0482,WH-HOU-01,2026-07-15,441
PROD0165,WH-FTW-01,2026-07-08,51
PROD0466,WH-AUS-01,2026-07-24,949
PROD0116,WH-AUS-01,2026-08-02,997
PROD0408,WH-AUS-01,2026-08-03,167
PROD0068,WH-AUS-01,2026-07-15,164
PROD0437,WH-HOU-01,2026-08-12,947
PROD0270,WH-AUS-01,2026-08-07,743
PROD0230,WH-FTW-01,2026-08-09,271
PROD0249,WH-FTW-01,2026-08-10,533
PROD0138,WH-DAL-01,2026-07-11,154
PROD0020,WH-AUS-01,2026-07-08,902
PROD0481,WH-DAL-01,2026-07-18,293
PROD0042,WH-FTW-01,2026-07-06,92
PROD0103,WH-DAL-01,2026-07-14,305
PROD0450,WH-FTW-01,2026-07-22,39
PROD0420,WH-DAL-01,2026-07-01,744
PROD0251,WH-HOU-01,2026-08-10,429
PROD0208,WH-FTW-01,2026-07-16,928
PROD0031,WH-AUS-01,2026-07-18,482
PROD0190,WH-FTW-01,2026-07-22,985
PROD0172,WH-FTW-01,2026-08-09,826
PROD0349,WH-HOU-01,2026-08-12,124
PROD0356,WH-AUS-01,2026-08-02,687
PROD0463,WH-FTW-01,2026-07-18,398
PROD0218,WH-FTW-01,2026-07-24,599
PROD0290,WH-FTW-01,2026-08-09,386
PROD0308,WH-HOU-01,2026-07-31,132
PROD0298,WH-HOU-01,2026-08-02,317
PROD0116,WH-DAL-01,2026-07-06,20
PROD0406,WH-AUS-01,2026-07-17,688
PROD0455,WH-HOU-01,2026-08-03,457
PROD0325,WH-AUS-01,2026-08-06,793
PROD0058,WH-FTW-01,2026-08-11,934
PROD0297,WH-HOU-01,2026-07-20,572
PROD0443,WH-HOU-01,2026-07-04,131
PROD0307,WH-AUS-01,2026-07-24,674
PROD0094,WH-HOU-01,2026-07-11,402
PROD0353,WH-FTW-01,2026-08-12,196
PROD0237,WH-DAL-01,2026-07-22,773
PROD0181,WH-DAL-01,2026-07-27,442
PROD0469,WH-AUS-01,2026-08-05,442
PROD0209,WH-HOU-01,2026-07-29,112
PROD0094,WH-HOU-01,2026-07-11,910
PROD0372,WH-FTW-01,2026-07-31,133
PROD0002,WH-DAL-01,2026-07-02,556
PROD0154,WH-DAL-01,2026-07-16,917
PROD0091,WH-DAL-01,2026-07-18,3
PROD0195,WH-FTW-01,2026-07-12,782
PROD0121,WH-DAL-01,2026-08-08,478
PROD0048,WH-AUS-01,2026-07-13,860
PROD0372,WH-FTW-01,2026-07-30,447
PROD0387,WH-FTW-01,2026-07-18,278
PROD0057,WH-AUS-01,2026-07-05,117
PROD0297,WH-HOU-01,2026-07-30,385
PROD0229,WH-FTW-01,2026-08-06,644
PROD0089,WH-AUS-01,2026-07-03,949
PROD0274,WH-HOU-01,2026-07-01,49
PROD0079,WH-DAL-01,2026-08-04,323
PROD0101,WH-AUS-01,2026-07-08,367
PROD0255,WH-FTW-01,2026-07-08,708
PROD0353,WH-AUS-01,2026-08-05,95
PROD0243,WH-AUS-01,2026-07-11,878
PROD0497,WH-FTW-01,2026-07-10,591
PROD0172,WH-FTW-01,2026-07-17,483
PROD0312,WH-AUS-01,2026-08-05,835
PROD0304,WH-FTW-01,2026-08-10,826
PROD0017,WH-FTW-01,2026-07-30,904
PROD0104,WH-FTW-01,2026-07-13,891
PROD0203,WH-AUS-01,2026-07-10,190
PROD0070,WH-DAL-01,2026-08-14,156
PROD0054,WH-HOU-01,2026-08-09,897
PROD0500,WH-HOU-01,2026-07-03,411
PROD0015,WH-HOU-01,2026-08-01,397
PROD0105,WH-HOU-01,2026-07-18,565
PROD0176,WH-DAL-01,2026-08-05,569
PROD0197,WH-FTW-01,2026-08-05,704
PROD0418,WH-AUS-01,2026-07-19,101
PROD0103,WH-AUS-01,2026-08-01,758
PROD0204,WH-FTW-01,2026-08-05,420
PROD0043,WH-AUS-01,2026-07-04,680
PROD0177,WH-AUS-01,2026-07-05,358
PROD0488,WH-DAL-01,2026-08-14,437
PROD0097,WH-HOU-01,2026-08-01,339
PROD0108,WH-HOU-01,2026-07-07,429
PROD0326,WH-HOU-01,2026-07-08,505
PROD0337,WH-HOU-01,2026-07-03,16
PROD0474,WH-DAL-01,2026-08-01,15
PROD0064,WH-AUS-01,2026-08-05,957
PROD0406,WH-HOU-01,2026-08-03,170
PROD0189,WH-DAL-01,2026-08-07,194
PROD0384,WH-HOU-01,2026-08-02,841
PROD0090,WH-FTW-01,2026-07-24,173
PROD0170,WH-AUS-01,2026-07-20,68
PROD0035,WH-FTW-01,2026-07-11,627
PROD0077,WH-AUS-01,2026-08-08,784
PROD0232,WH-DAL-01,2026-07-02,8
PROD0437,WH-AUS-01,2026-07-01,681
PROD0433,WH-AUS-01,2026-07-07,309
PROD0197,WH-AUS-01,2026-07-14,712
PROD0406,WH-FTW-01,2026-07-03,213
PROD0359,WH-FTW-01,2026-07-16,37
PROD0291,WH-DAL-01,2026-07-31,723
PROD0070,WH-DAL-01,2026-07-16,814
PROD0110,WH-AUS-01,2026-07-02,692
PROD0329,WH-FTW-01,2026-07-21,457
PROD0343,WH-HOU-01,2026-08-03,554
PROD0049,WH-HOU-01,2026-07-10,650
PROD0489,WH-HOU-01,2026-07-09,908
PROD0365,WH-FTW-01,2026-07-14,923
PROD0093,WH-DAL-01,2026-07-16,683
PROD0304,WH-HOU-01,2026-07-29,389
PROD0395,WH-DAL-01,2026-07-19,784
PROD0293,WH-AUS-01,2026-07-22,519
PROD0305,WH-AUS-01,2026-07-24,154
PROD0378,WH-AUS-01,2026-07-17,206
PROD0400,WH-AUS-01,2026-08-07,721
PROD0375,WH-FTW-01,2026-07-09,209
PROD0453,WH-HOU-01,2026-07-30,351
PROD0019,WH-FTW-01,2026-07-27,304
PROD0221,WH-FTW-01,2026-08-06,18
PROD0286,WH-AUS-01,2026-07-11,391
PROD0330,WH-AUS-01,2026-07-06,223
PROD0159,WH-AUS-01,2026-07-22,414
PROD0460,WH-HOU-01,2026-07-26,50
PROD0275,WH-HOU-01,2026-07-15,577
PROD0221,WH-HOU-01,2026-08-09,37
PROD0341,WH-FTW-01,2026-07-15,183
PROD0455,WH-AUS-01,2026-08-13,250
PROD0090,WH-DAL-01,2026-07-10,621
PROD0006,WH-HOU-01,2026-07-06,355
PROD0045,WH-HOU-01,2026-08-07,283
PROD0062,WH-DAL-01,2026-07-26,661
PROD0222,WH-HOU-01,2026-07-17,234
PROD0341,WH-HOU-01,2026-07-05,479
PROD0019,WH-AUS-01,2026-08-12,13
PROD0029,WH-DAL-01,2026-07-02,771
PROD0340,WH-HOU-01,2026-07-26,808
PROD0048,WH-HOU-01,2026-07-17,137
PROD0363,WH-AUS-01,2026-08-10,501
PROD0042,WH-FTW-01,2026-07-15,574
PROD0463,WH-DAL-01,2026-07-26,360
PROD0380,WH-AUS-01,2026-08-10,669
PROD0071,WH-DAL-01,2026-07-24,237
PROD0194,WH-AUS-01,2026-08-08,356
PROD0249,WH-AUS-01,2026-07-27,150
PROD0306,WH-HOU-01,2026-08-07,708
PROD0379,WH-DAL-01,2026-07-13,134
PROD0377,WH-HOU-01,2026-07-08,422
PROD0447,WH-HOU-01,2026-07-12,51
PROD0318,WH-AUS-01,2026-07-29,442
PROD0240,WH-DAL-01,2026-07-19,373
PROD0127,WH-FTW-01,2026-08-09,407
PROD0036,WH-FTW-01,2026-07-05,269
PROD0394,WH-DAL-01,2026-08-05,167
PROD0357,WH-DAL-01,2026-07-22,640
PROD0438,WH-AUS-01,2026-08-02,297
PROD0171,WH-FTW-01,2026-08-02,915
PROD0016,WH-AUS-01,2026-07-09,211
PROD0329,WH-HOU-01,2026-07-30,238
PROD0049,WH-AUS-01,2026-07-10,738
PROD0204,WH-DAL-01,2026-07-25,747
PROD0430,WH-AUS-01,2026-07-21,691
PROD0348,WH-DAL-01,2026-07-23,624
PROD0143,WH-DAL-01,2026-08-03,995
PROD0005,WH-AUS-01,2026-07-19,611
PROD0197,WH-FTW-01,2026-07-10,267
PROD0124,WH-HOU-01,2026-07-06,863
PROD0196,WH-DAL-01,2026-07-21,904
PROD0439,WH-AUS-01,2026-07-31,989
PROD0136,WH-AUS-01,2026-07-27,543
PROD0246,WH-DAL-01,2026-07-22,654
PROD0442,WH-AUS-01,2026-07-17,264
PROD0054,WH-FTW-01,2026-07-05,72
PROD0005,WH-DAL-01,2026-07-19,643
PROD0467,WH-FTW-01,2026-07-21,808
PROD0172,WH-FTW-01,2026-07-01,473
PROD0219,WH-FTW-01,2026-07-15,279
PROD0263,WH-DAL-01,2026-07-11,156
PROD0248,WH-DAL-01,2026-07-23,194
PROD0262,WH-FTW-01,2026-08-08,820
PROD0056,WH-FTW-01,2026-07-27,628
PROD0147,WH-FTW-01,2026-07-17,13
PROD0377,WH-HOU-01,2026-07-20,777
PROD0294,WH-AUS-01,2026-08-04,368
PROD0353,WH-FTW-01,2026-07-16,525
PROD0481,WH-FTW-01,2026-07-13,197
PROD0446,WH-AUS-01,2026-07-12,777
PROD0325,WH-DAL-01,2026-07-13,5
PROD0336,WH-HOU-01,2026-07-19,339
PROD0303,WH-FTW-01,2026-08-08,932
PROD0394,WH-DAL-01,2026-08-11,267
PROD0051,WH-AUS-01,2026-08-12,695
PROD0007,WH-AUS-01,2026-07-31,611
PROD0016,WH-DAL-01,2026-08-12,94
PROD0030,WH-AUS-01,2026-07-29,988
PROD0062,WH-FTW-01,2026-07-05,666
PROD0165,WH-HOU-01,2026-07-27,630
PROD0142,WH-FTW-01,2026-08-10,720
PROD0432,WH-AUS-01,2026-07-10,206
PROD0360,WH-FTW-01,2026-08-11,834
PROD0273,WH-DAL-01,2026-07-30,795
PROD0392,WH-AUS-01,2026-07-23,829
PROD0397,WH-HOU-01,2026-08-08,548
PROD0157,WH-FTW-01,2026-08-11,51
PROD0323,WH-DAL-01,2026-07-31,116
PROD0200,WH-HOU-01,2026-07-26,657
PROD0480,WH-AUS-01,2026-07-10,908
PROD0389,WH-HOU-01,2026-07-03,494
PROD0075,WH-FTW-01,2026-07-08,104
PROD0446,WH-HOU-01,2026-07-01,90
PROD0164,WH-HOU-01,2026-07-08,135
PROD0419,WH-DAL-01,2026-08-02,709
PROD0221,WH-AUS-01,2026-07-23,340
PROD0434,WH-AUS-01,2026-07-06,76
PROD0005,WH-FTW-01,2026-07-17,102
PROD0269,WH-DAL-01,2026-08-02,432
PROD0024,WH-DAL-01,2026-07-15,982
PROD0083,WH-HOU-01,2026-08-01,5
PROD0490,WH-DAL-01,2026-07-06,265
PROD0345,WH-DAL-01,2026-07-17,911
PROD0351,WH-DAL-01,2026-07-28,793
PROD0281,WH-DAL-01,2026-08-08,160
PROD0393,WH-FTW-01,2026-07-03,606
PROD0280,WH-DAL-01,2026-08-02,672
PROD0358,WH-HOU-01,2026-07-26,11
PROD0284,WH-DAL-01,2026-07-21,187
PROD0438,WH-HOU-01,2026-07-24,593
PROD0454,WH-DAL-01,2026-07-30,18
PROD0086,WH-AUS-01,2026-08-13,615
PROD0274,WH-AUS-01,2026-07-27,767
PROD0181,WH-HOU-01,2026-07-04,310
PROD0201,WH-AUS-01,2026-08-13,124
PROD0060,WH-DAL-01,2026-07-18,705
PROD0197,WH-AUS-01,2026-08-04,114
PROD0417,WH-AUS-01,2026-07-27,922
PROD0393,WH-HOU-01,2026-07-07,893
PROD0435,WH-AUS-01,2026-07-24,464
PROD0083,WH-AUS-01,2026-07-14,211
PROD0303,WH-HOU-01,2026-08-14,436
PROD0053,WH-HOU-01,2026-08-12,978
PROD0325,WH-HOU-01,2026-08-10,786
PROD0434,WH-AUS-01,2026-07-28,20
PROD0189,WH-DAL-01,2026-07-24,923
PROD0390,WH-FTW-01,2026-08-14,897
PROD0477,WH-FTW-01,2026-07-07,286
PROD0297,WH-HOU-01,2026-08-08,495
PROD0062,WH-FTW-01,2026-08-01,669
PROD0157,WH-DAL-01,2026-08-12,444
PROD0243,WH-DAL-01,2026-07-10,104
PROD0181,WH-HOU-01,2026-07-13,597
PROD0034,WH-DAL-01,2026-07-22,888
PROD0150,WH-HOU-01,2026-08-08,994
PROD0124,WH-DAL-01,2026-08-12,737
PROD0083,WH-HOU-01,2026-08-03,126
PROD0476,WH-HOU-01,2026-08-07,789
PROD0038,WH-HOU-01,2026-08-08,433
PROD0387,WH-HOU-01,2026-08-06,495
PROD0437,WH-HOU-01,2026-07-24,121
PROD0432,WH-AUS-01,2026-08-05,411
PROD0410,WH-AUS-01,2026-08-08,495
PROD0282,WH-DAL-01,2026-07-14,152
PROD0197,WH-AUS-01,2026-07-03,116
PROD0156,WH-AUS-01,2026-07-02,847
PROD0404,WH-HOU-01,2026-07-31,573
PROD0436,WH-AUS-01,2026-07-09,209
PROD0421,WH-AUS-01,2026-07-08,464
PROD0425,WH-AUS-01,2026-08-05,813
PROD0441,WH-FTW-01,2026-07-14,456
PROD0394,WH-HOU-01,2026-08-09,105
PROD0096,WH-HOU-01,2026-08-11,788
PROD0468,WH-DAL-01,2026-07-15,372
PROD0334,WH-DAL-01,2026-07-07,652
PROD0317,WH-HOU-01,2026-08-01,710
PROD0188,WH-AUS-01,2026-07-01,158
PROD0221,WH-AUS-01,2026-08-05,299
PROD0095,WH-DAL-01,2026-07-04,236
PROD0103,WH-DAL-01,2026-08-09,447
PROD0348,WH-AUS-01,2026-07-08,46
PROD0439,WH-HOU-01,2026-07-19,638
PROD0481,WH-AUS-01,2026-07-20,498
PROD0495,WH-HOU-01,2026-07-13,761
PROD0259,WH-AUS-01,2026-08-08,373
PROD0192,WH-FTW-01,2026-07-14,325
PROD0070,WH-FTW-01,2026-07-04,913
PROD0331,WH-FTW-01,2026-08-09,112
PROD0497,WH-AUS-01,2026-07-04,152
PROD0253,WH-HOU-01,2026-07-26,981
PROD0026,WH-AUS-01,2026-07-28,319
PROD0017,WH-DAL-01,2026-08-14,646
PROD0409,WH-AUS-01,2026-07-17,137
PROD0319,WH-DAL-01,2026-08-10,303
PROD0155,WH-HOU-01,2026-08-05,757
PROD0141,WH-DAL-01,2026-07-09,375
PROD0014,WH-FTW-01,2026-08-09,524
PROD0128,WH-HOU-01,2026-07-19,708
PROD0079,WH-AUS-01,2026-07-17,232
PROD0020,WH-AUS-01,2026-07-08,767
PROD0049,WH-DAL-01,2026-08-01,850
PROD0088,WH-FTW-01,2026-07-10,450
PROD0232,WH-FTW-01,2026-07-01,720
PROD0171,WH-HOU-01,2026-08-01,402
PROD0499,WH-AUS-01,2026-08-10,910
PROD0073,WH-AUS-01,2026-07-12,226
PROD0053,WH-DAL-01,2026-07-26,454
PROD0218,WH-FTW-01,2026-07-24,416
PROD0086,WH-FTW-01,2026-08-01,262
PROD0340,WH-DAL-01,2026-07-20,121
PROD0205,WH-AUS-01,2026-07-27,798
PROD0384,WH-DAL-01,2026-07-04,448
PROD0263,WH-FTW-01,2026-08-06,780
PROD0099,WH-DAL-01,2026-07-30,91
PROD0023,WH-AUS-01,2026-07-14,335
PROD0319,WH-HOU-01,2026-07-10,690
PROD0483,WH-FTW-01,2026-07-08,536
PROD0281,WH-AUS-01,2026-07-10,344
PROD0130,WH-FTW-01,2026-08-02,88
PROD0226,WH-HOU-01,2026-08-02,771
PROD0474,WH-DAL-01,2026-07-24,866
PROD0348,WH-HOU-01,2026-07-06,836
PROD0445,WH-DAL-01,2026-07-08,6
PROD0279,WH-FTW-01,2026-08-10,493
PROD0494,WH-AUS-01,2026-07-21,129
PROD0119,WH-AUS-01,2026-08-08,55
PROD0031,WH-AUS-01,2026-07-26,508
PROD0269,WH-AUS-01,2026-07-08,823
PROD0310,WH-HOU-01,2026-07-16,807
PROD0467,WH-DAL-01,2026-07-08,904
PROD0295,WH-FTW-01,2026-07-02,888
PROD0500,WH-DAL-01,2026-07-02,780
PROD0232,WH-FTW-01,2026-07-12,97
PROD0011,WH-HOU-01,2026-08-07,856
PROD0492,WH-HOU-01,2026-07-24,756
PROD0066,WH-HOU-01,2026-07-08,703
PROD0478,WH-AUS-01,2026-07-25,269
PROD0117,WH-AUS-01,2026-08-09,565
PROD0286,WH-FTW-01,2026-08-11,103
PROD0065,WH-HOU-01,2026-08-09,216
PROD0139,WH-AUS-01,2026-07-04,500
PROD0073,WH-DAL-01,2026-08-05,577
PROD0180,WH-AUS-01,2026-07-22,7
PROD0351,WH-DAL-01,2026-07-31,474
PROD0058,WH-FTW-01,2026-08-11,717
PROD0349,WH-DAL-01,2026-07-30,319
PROD0014,WH-HOU-01,2026-07-18,859
PROD0206,WH-HOU-01,2026-07-31,485
PROD0448,WH-HOU-01,2026-08-02,372
PROD0009,WH-HOU-01,2026-08-10,194
PROD0304,WH-DAL-01,2026-07-21,901
PROD0129,WH-HOU-01,2026-07-21,38
PROD0040,WH-FTW-01,2026-07-12,198
PROD0254,WH-AUS-01,2026-07-03,993
PROD0314,WH-FTW-01,2026-07-10,399
PROD0446,WH-FTW-01,2026-07-08,658
PROD0474,WH-FTW-01,2026-07-17,188
PROD0471,WH-DAL-01,2026-08-12,995
PROD0326,WH-DAL-01,2026-07-30,210
PROD0475,WH-FTW-01,2026-08-08,818
PROD0469,WH-FTW-01,2026-07-03,18
PROD0186,WH-HOU-01,2026-07-14,565
PROD0165,WH-HOU-01,2026-07-16,731
PROD0303,WH-AUS-01,2026-07-18,321
PROD0290,WH-AUS-01,2026-07-05,145
PROD0019,WH-DAL-01,2026-07-12,262
PROD0321,WH-AUS-01,2026-08-07,460
PROD0497,WH-AUS-01,2026-07-15,674
PROD0484,WH-HOU-01,2026-08-03,910
PROD0443,WH-AUS-01,2026-07-12,736
PROD0338,WH-AUS-01,2026-08-05,434
PROD0002,WH-FTW-01,2026-07-15,661
PROD0403,WH-FTW-01,2026-08-07,363
PROD0464,WH-FTW-01,2026-08-09,929
PROD0359,WH-FTW-01,2026-07-03,617
PROD0111,WH-FTW-01,2026-08-12,393
PROD0227,WH-HOU-01,2026-07-30,29
PROD0475,WH-FTW-01,2026-08-06,688
PROD0101,WH-FTW-01,2026-07-13,927
PROD0047,WH-FTW-01,2026-08-12,478
PROD0411,WH-FTW-01,2026-07-04,719
PROD0264,WH-AUS-01,2026-07-22,594
PROD0371,WH-HOU-01,2026-08-12,999
PROD0099,WH-AUS-01,2026-07-02,413
PROD0225,WH-FTW-01,2026-07-09,105
PROD0111,WH-HOU-01,2026-08-05,193
PROD0119,WH-DAL-01,2026-08-06,605
PROD0084,WH-FTW-01,2026-08-01,60
PROD0068,WH-HOU-01,2026-08-07,735
PROD0113,WH-FTW-01,2026-07-23,164
PROD0499,WH-FTW-01,2026-07-18,471
PROD0230,WH-DAL-01,2026-08-07,345
PROD0248,WH-HOU-01,2026-07-03,709
PROD0421,WH-AUS-01,2026-08-08,581
PROD0110,WH-FTW-01,2026-07-28,210
PROD0206,WH-AUS-01,2026-07-18,928
PROD0407,WH-FTW-01,2026-07-29,513
PROD0069,WH-FTW-01,2026-07-11,201
PROD0438,WH-DAL-01,2026-07-31,526
PROD0014,WH-DAL-01,2026-08-11,963
PROD0044,WH-FTW-01,2026-07-19,864
PROD0284,WH-HOU-01,2026-07-13,196
PROD0206,WH-HOU-01,2026-07-29,47
PROD0353,WH-FTW-01,2026-08-12,462
PROD0083,WH-DAL-01,2026-07-31,463
PROD0262,WH-FTW-01,2026-08-02,413
PROD0143,WH-AUS-01,2026-07-26,163
PROD0169,WH-FTW-01,2026-07-03,802
PROD0084,WH-HOU-01,2026-07-27,129
PROD0370,WH-HOU-01,2026-07-17,400
PROD0196,WH-DAL-01,2026-08-03,764
PROD0078,WH-AUS-01,2026-07-10,166
PROD0240,WH-HOU-01,2026-07-26,387
PROD0293,WH-FTW-01,2026-08-06,99
PROD0214,WH-AUS-01,2026-08-01,14
PROD0057,WH-DAL-01,2026-07-06,157
PROD0073,WH-HOU-01,2026-07-26,988
PROD0449,WH-DAL-01,2026-08-10,333
PROD0133,WH-FTW-01,2026-07-17,473
PROD0218,WH-DAL-01,2026-07-23,533
PROD0286,WH-AUS-01,2026-08-09,600
PROD0449,WH-HOU-01,2026-08-14,8
PROD0466,WH-FTW-01,2026-08-01,207
PROD0226,WH-DAL-01,2026-08-01,935
PROD0275,WH-AUS-01,2026-08-12,995
PROD0156,WH-HOU-01,2026-08-07,4
PROD0280,WH-FTW-01,2026-07-29,196
PROD0200,WH-HOU-01,2026-07-04,565
PROD0241,WH-DAL-01,2026-07-11,532
PROD0139,WH-HOU-01,2026-07-24,602
PROD0138,WH-FTW-01,2026-07-25,953
PROD0309,WH-AUS-01,2026-07-09,874
PROD0390,WH-AUS-01,2026-07-31,441
PROD0320,WH-HOU-01,2026-07-30,279
PROD0271,WH-DAL-01,2026-07-17,731
PROD0282,WH-AUS-01,2026-07-10,365
PROD0353,WH-FTW-01,2026-07-19,237
PROD0078,WH-HOU-01,2026-08-07,744
PROD0149,WH-FTW-01,2026-08-02,662
PROD0316,WH-AUS-01,2026-07-28,967
PROD0227,WH-FTW-01,2026-07-08,1
PROD0365,WH-FTW-01,2026-07-22,485
PROD0287,WH-AUS-01,2026-07-04,806
PROD0098,WH-AUS-01,2026-07-29,513
PROD0011,WH-AUS-01,2026-07-19,938
PROD0341,WH-FTW-01,2026-08-08,378
PROD0009,WH-HOU-01,2026-08-10,113
PROD0391,WH-FTW-01,2026-07-20,51
PROD0293,WH-DAL-01,2026-08-10,839
PROD0155,WH-HOU-01,2026-08-01,942
PROD0388,WH-AUS-01,2026-08-04,432
PROD0126,WH-DAL-01,2026-08-13,663
PROD0206,WH-DAL-01,2026-07-01,867
PROD0229,WH-DAL-01,2026-07-09,298
PROD0051,WH-AUS-01,2026-08-01,129
PROD0307,WH-FTW-01,2026-07-16,439
PROD0089,WH-HOU-01,2026-07-20,921
PROD0122,WH-FTW-01,2026-07-17,608
PROD0278,WH-AUS-01,2026-07-03,170
PROD0263,WH-DAL-01,2026-07-06,793
PROD0135,WH-DAL-01,2026-07-27,362
PROD0304,WH-FTW-01,2026-07-21,239
PROD0263,WH-FTW-01,2026-08-04,804
PROD0132,WH-FTW-01,2026-07-02,548
PROD0408,WH-HOU-01,2026-07-01,332
PROD0307,WH-DAL-01,2026-08-08,554
PROD0330,WH-FTW-01,2026-08-05,164
PROD0147,WH-FTW-01,2026-07-28,254
PROD0140,WH-DAL-01,2026-07-02,211
PROD0189,WH-FTW-01,2026-08-14,576
PROD0112,WH-AUS-01,2026-07-12,471
PROD0477,WH-DAL-01,2026-08-07,485
PROD0388,WH-AUS-01,2026-07-08,703
PROD0048,WH-AUS-01,2026-07-22,304
PROD0486,WH-FTW-01,2026-07-17,876
PROD0370,WH-FTW-01,2026-07-04,275
PROD0318,WH-DAL-01,2026-07-15,748
PROD0217,WH-AUS-01,2026-07-16,572
PROD0032,WH-DAL-01,2026-07-30,124
PROD0044,WH-DAL-01,2026-08-01,339
PROD0484,WH-DAL-01,2026-07-23,570
PROD0042,WH-HOU-01,2026-07-16,195
PROD0044,WH-AUS-01,2026-07-30,169
PROD0449,WH-AUS-01,2026-07-13,362
PROD0431,WH-HOU-01,2026-08-03,545
PROD0263,WH-DAL-01,2026-08-14,764
PROD0063,WH-FTW-01,2026-07-25,525
PROD0034,WH-DAL-01,2026-07-20,895
PROD0047,WH-FTW-01,2026-07-06,119
PROD0468,WH-DAL-01,2026-07-25,820
PROD0347,WH-FTW-01,2026-08-07,141
PROD0153,WH-AUS-01,2026-07-31,544
PROD0227,WH-FTW-01,2026-08-01,886
PROD0481,WH-HOU-01,2026-07-07,392
PROD0324,WH-HOU-01,2026-07-17,765
PROD0168,WH-DAL-01,2026-08-04,231
PROD0138,WH-AUS-01,2026-08-05,453
PROD0356,WH-DAL-01,2026-08-12,678
PROD0074,WH-HOU-01,2026-08-08,340
PROD0390,WH-FTW-01,2026-08-01,5
PROD0113,WH-HOU-01,2026-08-08,305
PROD0375,WH-FTW-01,2026-07-12,950
PROD0357,WH-DAL-01,2026-08-09,588
PROD0288,WH-HOU-01,2026-07-23,263
PROD0363,WH-FTW-01,2026-08-09,104
PROD0215,WH-DAL-01,2026-07-16,910
PROD0121,WH-HOU-01,2026-08-05,102
PROD0031,WH-AUS-01,2026-07-31,83
PROD0410,WH-HOU-01,2026-08-04,778
PROD0171,WH-FTW-01,2026-07-17,133
PROD0281,WH-FTW-01,2026-07-05,949
PROD0199,WH-DAL-01,2026-08-12,630
PROD0067,WH-AUS-01,2026-08-04,523
PROD0133,WH-FTW-01,2026-07-04,692
PROD0233,WH-AUS-01,2026-07-04,923
PROD0365,WH-FTW-01,2026-07-26,579
PROD0354,WH-DAL-01,2026-07-17,919
PROD0480,WH-DAL-01,2026-07-24,35
PROD0231,WH-FTW-01,2026-08-02,135
PROD0044,WH-FTW-01,2026-07-03,707
PROD0071,WH-HOU-01,2026-07-12,242
PROD0193,WH-AUS-01,2026-08-12,872
PROD0381,WH-DAL-01,2026-07-16,716
PROD0229,WH-DAL-01,2026-07-20,642
PROD0190,WH-HOU-01,2026-07-16,559
PROD0172,WH-HOU-01,2026-08-03,303
PROD0346,WH-AUS-01,2026-07-05,44
PROD0328,WH-DAL-01,2026-07-08,211
PROD0049,WH-AUS-01,2026-07-18,34
PROD0274,WH-AUS-01,2026-07-22,72
PROD0414,WH-HOU-01,2026-07-31,33
PROD0139,WH-AUS-01,2026-07-27,932
PROD0356,WH-DAL-01,2026-07-15,400
PROD0271,WH-FTW-01,2026-08-10,167
PROD0210,WH-FTW-01,2026-08-02,554
PROD0125,WH-FTW-01,2026-08-09,596
PROD0366,WH-DAL-01,2026-07-19,960
PROD0252,WH-HOU-01,2026-07-05,185
PROD0305,WH-HOU-01,2026-07-14,62
PROD0335,WH-DAL-01,2026-07-30,476
PROD0417,WH-HOU-01,2026-08-07,60
PROD0178,WH-HOU-01,2026-07-04,934
PROD0142,WH-AUS-01,2026-07-20,6
PROD0029,WH-HOU-01,2026-08-01,298
PROD0304,WH-FTW-01,2026-08-13,402
PROD0093,WH-HOU-01,2026-07-19,745
PROD0362,WH-FTW-01,2026-08-11,730
PROD0483,WH-DAL-01,2026-07-08,617
PROD0462,WH-HOU-01,2026-07-24,300
PROD0187,WH-FTW-01,2026-07-15,411
PROD0126,WH-FTW-01,2026-07-24,195
PROD0402,WH-AUS-01,2026-08-01,779
PROD0063,WH-HOU-01,2026-08-07,98
PROD0493,WH-HOU-01,2026-08-13,243
